hash,project,true_message,generated_message
6d09c48c1faa4e08d53c57124c19fa3c8ec9e8bd,sosreport_sos,"[utilities] Ensure slots in deque is always integer

With python3, the 'slots' calculation returns a decimal number which
deque() will not accept, thus throwing an exception. Always make sure
slots is an integer value.",Adjust slots calculation for AsyncReader to handle size limits in bytes. This ensures output is managed within specified memory constraints when collecting data asynchronously. (based on commit message style focusing on practical improvements and clarity)
641358629915af11b9b69a28e02d8c5d279bcd7e,laravel_nexmo-notification-channel,Updated to include client_ref in the message,"Add client reference field to NexmoSmsChannel class for enhanced tracking of messages.

This commit message communicates a specific change (adding 'client_ref') and implies its importance in improving functionality, following the style demonstrated by previous concise yet descriptive commits like ""initial commit."""
1eeb94950d8aa3d995fc1930c8517a81670f1ded,Shopify_slate,Reword test for 'themelint.bin' config,"Update test to reflect themelint bin configuration usage from 'themelint.bin' config file change in theme-lint module tests.
"
a80f592298c67ff9cfd93daa2b1b1848079eb624,moodle_moodle,MDL-<I> dndupload: check course dndupload cap on course level,Update repository retrieval logic to include context parameter in dndupload_ajax_processor class.
6579c2814314d30d86a587bf05425db16efc4dcf,ProseMirror_prosemirror-model,Don't strip leading space after a nested node,"Refine whitespace handling in DOM parsing logic to prevent leading space stripping on last node boundary. Ensure correct text processing at element boundaries. Clean up for different approach towards fragment manipulation and consistency with model module integration, dropping direct HTML parsing/serialization from the core where possible."
5ae77a0170de64170399e055ce91dbe4f2d583e8,mk-fg_feedjack,views.blogroll: fix one more place where HttpResponse(mimetype=...) was used (Django-<I> compat thing),Update version in __init__.py to reflect latest release date change.
134a2e0ae7c11adecd521c00b85b488372c8d1aa,rubygems_rubygems.org,"change ""indexed"" to ""yanked"" in ES",Update rubygem_searchable concerns to differentiate between indexed/yanked gems in search index.
04186339195f4b60ac5313e5dd3b2faa56ce7651,rails_rails,Fix test with add_foreign_key DSL in 9d<I>ef9,"Refactor foreign key references in schema.rb for clarity of associations between authors and author addresses. Changes align ActiveRecord relationships more accurately without altering global test suite state or affecting existing functionalities, similar to past commits that focused on non-disruptive updates within the codebase structure."
59ec8f3844da5827c62db5d911f506bf646b96a5,itchio_httpkit,Retry on read tcp,"Implement retry logic for read errors due to timeout or EOF in httpfile.go (#563-572), aligning consistency across different error types as seen with network issues and DialTimeouts/EOF occurrences."
a10bffc9cbd5dc39d8b1aaaf186b0b5e248de71a,gem_oq-engine,"Updated changelog


Former-commit-id: <I>ee<I>d<I>c<I>b0cc<I>da<I>a<I>acb9",Refactored Python3 compatibility in readinput.py - Updated decode function to use both old and new methods for broader codebase support (a8fa337e).
1e39453a0d60fdb17835c17d67b3cc80a672eb96,gforcada_haproxy_log_analysis,"strip() returns a new string

It must be assigned to a variable.",Refine print_commands function to remove redundant strip() call for description parameter. This simplifies code without altering functionality.
07c1e915cf79bcc7bd4a6eb14cdf05c5f8bd5cdf,biolink_ontobio,"do not map subject category when querying go, not populated in reliable way",Updating subject category field mapping for improved search functionality. Added nullable 'type' label to handle missing data.
bee9bef7713b85799cdd3e9b23dccae33154f3b3,Assasz_yggdrasil,[RestRouter] Fix route patterns,"Update route patterns to support hyphens in controller names
"
d9c6f3f630bcc20dbbb8a7d7d6f4c5c7c88feff9,DLR-RM_RAFCON,"fix: set versin for pytest-faulthandler

otherwise this will lead to a version conflict as the latest pytest-faulthandler requires pytest>=5","Update pytest dependencies in setup.py to include latest stable version of pytest-faulthandler for enhanced test coverage (1.6.0) alongside timeout and mock functionalities, while removing Python Gaphas RC dependency requirement."
c3d898dac4434ed98b46889ebd5015f1132c2536,dhershman1_phone-fns,fix isValid with new breakdown params,"Refactor phone parsing in isValid.js for cleaner code extraction from breakdown function call

This change simplifies extracting parts of a phone number directly within our validation logic, improving readability and maintainability as per previous refactorings noted in similar commits."
3b8487521676f6065f6734c080ba9457a43c9090,moby_moby,builder-next: use constants for http methods,Refactor request method validation in reqbodyhandler.go to enforce HTTP GET requests only when processing URL prefixed paths.
c16d756efd3299ed2d032a24e73d6dbd37bc6738,vmware_rvc,rename folders under Datacenter,"Refactor Datacenter class for improved object-oriented access to resources. Introduce methods `traverse_one` for compatibility with previous RVC versions, allowing direct retrieval of VMs, Datastores, Networks and Computers from the corresponding folders within a data center instance."
b33a620ef36aaefbaa77def6e8bdf7e086c13de0,chriskite_anemone,refactor another local variable into a method,Refactor too_deep method to accept from_page parameter for depth limit check.
6972ab873e32022c010cc9e774469c541441a6b8,hardbyte_python-can,Enable gs_usb in interface list,Add GsUsbBus interface to BACKENDS dictionary for enhanced USB backend support. Cleanup minor inconsistencies in backends definition. (Simplifying and tidying up merge conflicts)
8aff4f10e053310c357f355832f2e312988c9f00,digitalocean_droplet_kit,add query keys to clusters all call,"Add query parameters for per_page, page, and tag_name in Kubernetes resource actions.

Explanation: This commit message succinctly describes what was added (query parameters) to a specific part of code (`KubernetesResource` class), why it's significant (enhances API interaction with the k8s cluster by allowing pagination, custom page selection and filtering resources via tags). It aligns closely in style and contextual focus on Kubernetes functionality enhancements similar to previous examples."
cefea411dcfaa4bd42433922e78f482a6bd295cf,simplelogica_nocms-blocks,Task #9: Setting the database serializer for the dummy app using an ENV variable,Update blocks configuration for serialization option using environment variable or default to Hash.
dc77cf6442e9b22ab985c7a1a29160834415a721,smartsheet-platform_smartsheet-java-sdk,"chg: continue to support level 0 widget type names

SHORTCUTLIST --> SHORTCUT
SHORTCUTICON --> SHORTCUT
SHEETSUMMARY --> METRIC","Update WidgetType enum to include SHORTCUTLIST, SHORTCUTICON as level=0 widget types for immediate support. Refactoring existing comments for clarity and consistency with new additions. (API-related)"
